YearBuilt,OverallQual,OverallCond,1stFlrSF,2ndFlrSF,LotArea,YrSold,HouseStyle,Condition1,Condition2,RoofMatl,Exterior1st,Exterior2nd,MSZoning,SaleType,SalePrice
1961,7,9,999,0,12122,2008,SFoyer,Norm,Norm,CompShg,CemntBd,CmentBd,RL,WD,178400
1998,8,5,1276,1336,12203,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,336000
2007,7,5,1266,0,3182,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,159895
2002,8,5,1149,1141,11250,2008,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,WD,255900
1977,5,5,1302,432,10125,2009,1.5Fin,Norm,Norm,CompShg,Plywood,Plywood,RL,COD,126000
1950,5,5,1164,0,10880,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,ConLD,125000
1910,6,8,1001,634,5310,2006,1.5Fin,Feedr,Norm,CompShg,VinylSd,VinylSd,RM,WD,117000
2009,9,5,1940,0,10159,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,395192
1976,6,6,1118,912,12046,2007,2Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,195000
2006,7,5,778,798,8125,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,New,197000
1997,8,5,1407,985,9452,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,348000
1882,8,9,916,826,17671,2009,2Story,Artery,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,168000
1964,6,8,1020,831,9760,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,187000
2005,6,5,750,750,8846,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,173900
2006,10,5,1718,0,12456,2009,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,WD,337500
1946,4,7,774,456,4712,2006,1.5Fin,Feedr,Norm,CompShg,MetalSd,MetalSd,RL,WD,121600
1961,5,6,1050,0,10659,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,COD,136500
1970,6,6,1442,0,11717,2009,1Story,PosA,Norm,CompShg,HdBoard,HdBoard,RL,WD,185000
1922,3,4,1077,0,9786,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,91000
2006,7,5,1208,0,6762,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,206000
1952,3,3,944,0,10206,2009,1Story,Norm,Norm,Tar&Grv,BrkComm,Brk Cmn,RL,WD,82000
1920,5,6,691,0,5400,2007,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,86000
2006,8,5,1574,0,11957,2008,1Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,WD,232000
1976,5,6,1680,0,11500,2007,1Story,Feedr,RRAn,CompShg,VinylSd,VinylSd,RL,WD,136905
2005,7,5,1504,0,3182,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,181000
1977,5,8,985,0,8385,2008,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,149900
1970,6,3,1657,0,12155,2007,1Story,PosN,Norm,CompShg,Plywood,Plywood,RL,WD,163500
1970,4,4,546,546,2217,2009,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,88000
2004,7,5,1710,0,12118,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,240000
1926,5,5,1008,0,6000,2006,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,102000
1948,5,5,720,551,21286,2008,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,135000
1965,5,5,1664,0,9825,2010,1Story,Norm,Norm,CompShg,AsphShn,AsphShn,RL,WD,100000
1923,6,7,900,602,10592,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,165000
1910,5,4,1022,0,7200,2009,1Story,Norm,Norm,CompShg,MetalSd,Stucco,RM,WD,85000
1948,6,5,1082,0,11664,2007,1Story,Artery,Norm,CompShg,MetalSd,MetalSd,RL,WD,119200
2001,8,6,810,855,8400,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,227000
1996,7,5,1504,0,11883,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,203000
1984,8,5,1360,0,5814,2009,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,COD,187500
1991,7,5,802,670,10784,2007,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,160000
2005,7,5,1506,0,3013,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,213490
2005,4,5,1132,0,7024,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,176000
2006,7,5,1220,0,7406,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,194000
1930,5,5,912,336,9439,2007,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,87000
2005,7,5,1504,0,3182,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,191000
1976,8,6,2898,0,15498,2008,1Story,Norm,Norm,WdShake,Stone,HdBoard,RL,COD,287000
1972,5,5,882,0,7700,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,112500
1960,5,5,1264,0,9300,2010,1Story,Feedr,Norm,CompShg,MetalSd,HdBoard,RL,WD,167500
2007,8,5,1646,0,9520,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,293077
1941,5,5,968,408,9492,2007,1.5Fin,Artery,Norm,CompShg,WdShing,Wd Shng,RL,WD,105000
1972,6,7,672,546,1680,2006,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RM,WD,118000
1916,5,8,948,980,7082,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RH,WD,160000
1920,7,3,1687,998,15863,2009,2.5Fin,Norm,Norm,CompShg,Wd Sdng,Plywood,RL,WD,197000
1993,8,7,1352,1168,14541,2006,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,310000
2002,7,5,1654,0,8125,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,230000
1938,5,7,954,0,6305,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,119750
1957,4,3,845,0,11500,2009,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,84000
2007,9,5,1620,0,12898,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,315500
2001,8,5,1055,1208,9240,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,287000
1970,4,6,798,546,1533,2009,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,97000
1970,4,4,630,0,1477,2009,SFoyer,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,80000
1957,5,4,1803,0,13125,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,155000
1966,6,8,800,832,9130,2008,2Story,Feedr,Norm,CompShg,HdBoard,HdBoard,RL,WD,173000
2005,6,5,1306,0,5381,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,196000
1990,7,5,1532,797,11839,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,262280
1981,8,5,2524,0,9600,2009,1Story,PosN,Norm,WdShngl,BrkFace,BrkFace,RL,WD,278000
1955,3,5,1733,0,13680,2009,1Story,Norm,Norm,CompShg,BrkFace,Wd Sdng,RL,WD,139600
2005,9,5,1992,876,16056,2006,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,New,556581
1994,5,5,990,0,9245,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,145000
1960,5,4,1771,0,21750,2009,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,115000
1946,4,7,930,0,11100,2010,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,84900
2007,7,5,1302,0,8993,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,176485
2007,7,5,1316,0,11175,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,200141
1964,6,6,1127,850,9500,2007,2Story,Artery,Norm,CompShg,VinylSd,VinylSd,RL,WD,165000
1957,5,6,1526,0,8562,2010,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,144500
2002,8,5,1091,898,11367,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,255000
1976,6,5,1523,0,11361,2008,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,COD,180000
2005,7,5,1364,0,7052,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,185850
1994,7,6,979,871,29959,2009,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,248000
2008,9,5,1130,1054,11308,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,335000
1932,6,7,1096,895,11275,2007,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,220000
2001,8,5,1338,0,4920,2010,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,WD,213500
1935,3,4,894,0,18000,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,C (all),ConLD,81000
1900,5,5,1422,915,13600,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,90000
1925,6,6,1103,0,6000,2006,1Story,Artery,Norm,CompShg,MetalSd,MetalSd,RM,WD,110500
1966,5,6,1154,0,11000,2009,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,154000
1996,7,5,1306,954,14000,2010,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,328000
1993,6,7,799,772,7837,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,178000
1964,6,6,798,813,9760,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,167900
1973,6,4,1291,1230,3964,2006,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,151400
1949,5,7,893,0,9600,2007,1.5Unf,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,135000
1956,5,5,1048,0,10152,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,135000
1968,6,6,829,727,11700,2009,2Story,RRAn,Norm,CompShg,MetalSd,MetalSd,RL,WD,154000
1948,5,3,1002,454,7585,2006,1.5Fin,Artery,Norm,CompShg,MetalSd,MetalSd,RL,WD,91500
1977,6,6,698,728,7950,2009,2Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,159500
2006,7,5,1240,0,8556,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,194000
1940,7,6,960,780,13125,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,CWD,219500
1936,5,8,1096,370,10800,2006,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,170000
1969,5,5,1096,0,15870,2006,1Story,Norm,Norm,CompShg,VinylSd,Plywood,RL,WD,138800
2004,6,5,848,0,4435,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,155900
1994,5,5,990,0,8775,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,126000
1971,6,7,1258,0,11040,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,COD,145000
1963,5,5,1040,0,7500,2010,1Story,Feedr,Norm,CompShg,HdBoard,HdBoard,RL,WD,133000
2002,7,5,1459,0,8749,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,192000
1964,6,6,1251,0,8800,2006,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,160000
1995,6,5,691,807,13031,2006,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,187500
1992,6,6,996,0,9069,2010,SFoyer,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,147000
1973,4,5,546,546,1974,2010,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,83500
2005,8,5,1082,871,10574,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,WD,252000
2004,7,5,970,739,2522,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,137500
2005,8,5,1247,0,3316,2006,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,197000
1950,3,4,1040,0,8544,2009,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,92900
1999,7,5,624,628,2160,2008,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,160000
1925,6,5,1390,304,8400,2008,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,136500
1965,5,8,1200,0,9230,2006,1Story,Feedr,Norm,CompShg,MetalSd,MetalSd,RL,WD,146000
1956,5,7,936,0,5868,2010,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,129000
2006,6,5,1314,0,9317,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,176432
1914,6,7,773,582,6882,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,127000
1986,8,5,1088,0,3696,2007,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,170000
1936,4,6,757,567,6000,2009,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,128000
1978,7,5,1601,0,11880,2009,1Story,RRAn,Norm,CompShg,Plywood,Plywood,RL,COD,157000
1920,2,5,438,0,8400,2009,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,60000
1971,5,5,950,0,9758,2007,1Story,Norm,Norm,CompShg,HdBoard,MetalSd,RL,WD,119500
1960,5,7,1134,0,7000,2007,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,135000
1959,6,6,1194,0,8910,2006,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,159500
1970,5,5,630,672,2016,2007,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RM,WD,106000
1994,8,5,1500,1122,12256,2010,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,325000
1990,7,5,1442,0,10357,2007,1Story,Feedr,Norm,CompShg,HdBoard,HdBoard,RL,WD,179900
2006,7,5,887,1134,23257,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,274725
2000,6,5,948,742,8063,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,181000
2004,8,5,1836,0,11362,2009,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,280000
1995,6,5,773,885,8000,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,188000
1976,7,6,1098,866,10480,2008,2Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,205000
1957,5,7,816,0,7100,2006,1Story,Norm,Norm,CompShg,WdShing,Wd Shng,RL,WD,129900
1953,5,7,1008,0,8923,2007,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,134500
1954,5,7,833,0,5400,2006,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,117000
2007,8,5,1734,0,12085,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,318000
2002,8,5,779,640,7750,2009,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,184100
1967,5,7,894,0,9764,2008,1Story,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,WD,130000
1958,5,6,1021,580,13825,2008,SLvl,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,140000
1959,5,5,1040,0,7560,2006,1Story,Norm,Norm,CompShg,BrkFace,Wd Sdng,RL,WD,133700
1920,6,5,1012,0,8263,2007,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RM,WD,118400
2005,7,5,1552,0,10084,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,212900
1956,4,3,960,0,8926,2009,1Story,Norm,Norm,CompShg,AsbShng,AsbShng,RL,COD,112000
1947,5,9,698,0,9405,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,118000
1992,7,5,812,670,9125,2007,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,163900
1955,4,5,1005,0,10434,2009,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,115000
2007,7,5,1555,0,3684,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,174000
2004,7,5,1530,0,14572,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,259000
2004,7,5,847,1112,11796,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,215000
1980,5,5,936,0,7200,2007,SFoyer,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,140000
1928,4,3,1328,653,7804,2009,1.5Fin,Norm,Norm,CompShg,WdShing,Plywood,RL,WD,135000
1991,5,5,974,0,10712,2007,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,Oth,93500
1880,6,4,1178,1032,9900,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,117500
1995,8,5,1142,878,9828,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,239500
1997,6,5,916,684,8773,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,169000
1926,6,5,986,0,6180,2007,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,102000
1950,6,5,1032,220,9600,2008,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,119000
1875,5,8,780,240,6342,2010,1.5Fin,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,WD,94000
1977,6,5,1567,0,9819,2009,1Story,Norm,Norm,CompShg,Plywood,ImStucc,RL,WD,196000
1920,5,5,1167,0,8731,2007,1Story,Norm,Norm,CompShg,Stucco,Stucco,RL,WD,144000
1951,5,7,952,0,7350,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,COD,139000
1976,5,7,1088,780,10304,2009,2Story,PosN,Norm,CompShg,Plywood,Plywood,RL,WD,197500
2006,8,5,1466,1362,9965,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,424870
1959,5,3,1006,0,9000,2008,1Story,Norm,Norm,CompShg,Wd Sdng,Plywood,RL,WD,80000
1941,4,4,672,252,12180,2010,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,80000
1928,5,6,1042,534,6240,2006,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,149000
1985,6,5,1298,0,11200,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Shng,RL,WD,180000
1941,7,7,860,704,12000,2009,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,174500
1926,7,7,572,539,5700,2008,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,116900
1920,7,9,832,650,9000,2009,2Story,Artery,Norm,CompShg,VinylSd,VinylSd,RM,WD,143000
1950,6,5,932,0,8280,2007,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,124000
1959,5,4,1466,0,17755,2006,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,149900
1956,6,7,1811,0,14115,2006,1Story,Norm,Norm,CompShg,Stone,Stone,RL,WD,230000
1930,6,8,816,0,5890,2008,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,120500
1965,7,6,902,918,13700,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,201800
1976,5,8,1437,0,10768,2007,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,218000
1965,5,8,1265,0,9350,2008,SLvl,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,179900
2007,7,5,1314,0,5001,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,230000
2007,8,5,1580,0,11932,2008,1Story,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,ConLD,235128
1974,6,6,943,933,9120,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,185000
1978,6,5,855,601,2280,2010,2Story,Norm,Norm,CompShg,Plywood,Brk Cmn,RL,WD,146000
1954,6,7,1640,0,14778,2008,1Story,PosN,Norm,CompShg,HdBoard,HdBoard,RL,WD,224000
1968,5,5,894,0,8724,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,129000
1969,4,4,1258,0,12900,2008,SFoyer,Feedr,Norm,CompShg,Plywood,Plywood,RL,WD,108959
1978,5,7,1432,0,16157,2007,SLvl,Feedr,Norm,CompShg,Plywood,Plywood,RL,WD,194000
2009,7,5,1502,0,9541,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,233170
2008,8,5,1694,0,10475,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,245350
2000,6,5,959,712,10852,2006,2Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,WD,173000
1935,6,7,1236,872,13728,2008,2Story,Norm,Norm,CompShg,Stucco,Stucco,RL,WD,235000
1995,10,5,1831,1796,35760,2006,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,625000
1977,6,6,1118,0,9880,2008,SLvl,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,171000
1958,6,6,1261,0,9120,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,163000
2006,7,5,625,625,4017,2008,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,171900
1946,5,6,1636,971,18030,2007,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,200500
1932,6,8,1170,1175,16560,2006,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,239000
1992,8,5,2129,743,10678,2007,1.5Fin,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,285000
1984,5,5,923,0,6951,2008,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,119500
1926,6,8,818,406,3950,2009,1.5Fin,Artery,Norm,CompShg,MetalSd,MetalSd,RM,WD,115000
1921,5,6,820,523,7681,2009,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,154900
1954,5,5,1124,0,8335,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,93000
1990,7,5,1298,1216,11170,2006,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,250000
2008,8,5,1652,0,5587,2008,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,New,392500
1996,10,5,2411,2065,15623,2007,2Story,Norm,Norm,CompShg,Wd Sdng,ImStucc,RL,WD,745000
1920,5,6,1130,0,10800,2006,1Story,Norm,Norm,CompShg,Stucco,Stucco,RL,WD,120000
1963,5,4,1572,0,35133,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,186700
1924,5,7,949,272,9738,2006,1.5Fin,Norm,Norm,CompShg,AsbShng,AsbShng,RL,WD,104900
1900,3,5,1014,685,10615,2009,2Story,Artery,Artery,CompShg,HdBoard,HdBoard,RL,WD,95000
1994,8,5,1624,0,12461,2006,1Story,Norm,Norm,CompShg,ImStucc,ImStucc,RL,WD,262000
2002,7,5,831,829,8935,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,195000
1999,7,5,1028,776,7500,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,189000
1961,4,4,1622,0,32463,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,168000
1999,8,5,764,677,2645,2007,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,174000
1925,5,8,842,630,9600,2007,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,125000
1999,6,5,1224,0,4500,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,165000
1969,6,7,663,689,9364,2010,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,158000
2005,6,5,728,728,8029,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,176000
2006,7,5,879,984,14054,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,219210
1916,7,6,815,875,8850,2006,2.5Unf,Norm,Norm,CompShg,MetalSd,MetalSd,RM,ConLw,144000
2001,7,5,1212,0,9100,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,178000
1963,4,5,1382,0,11235,2006,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,148000
1970,4,5,864,0,9353,2006,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,Oth,116050
1998,7,5,866,913,10400,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,197900
1925,5,8,884,464,6000,2009,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,117000
2000,7,5,1630,0,9750,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,213000
1975,5,6,1074,0,10140,2006,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,153500
1990,7,7,2196,0,14684,2009,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,271900
1966,4,4,1056,0,8900,2006,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RH,WD,107000
2003,6,5,1700,0,9135,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,200000
1962,5,7,1283,0,7763,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,140000
2006,8,5,1660,0,10182,2006,1Story,RRNn,Norm,CompShg,VinylSd,VinylSd,RL,New,290000
1992,6,5,1055,790,11218,2010,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,189000
1988,8,7,1080,672,12134,2010,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,164000
1941,4,6,672,0,9340,2009,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,113000
1965,4,9,960,0,10246,2006,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,145000
1962,5,5,999,0,10205,2006,SFoyer,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,134500
1966,5,5,894,0,7094,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,125000
1978,6,5,1318,584,8930,2010,1.5Fin,RRAe,Norm,CompShg,VinylSd,VinylSd,RM,WD,112000
2009,8,5,1314,0,8640,2009,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,FV,New,229456
1947,4,5,672,240,6240,2006,1.5Fin,Norm,Norm,CompShg,AsbShng,AsbShng,RM,WD,80500
1971,6,5,672,546,1680,2006,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,91500
1964,5,5,912,0,7800,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,115000
1968,5,5,1211,0,8250,2008,1Story,Feedr,Norm,CompShg,HdBoard,HdBoard,RL,WD,134000
1949,6,6,1168,678,10496,2007,1.5Fin,Artery,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,143000
1951,5,3,2136,0,10680,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,137900
2004,7,5,788,702,15384,2008,2Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,WD,184000
